video_title,comment
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","mi riporta indietro di circa 40 anni, al tempo della mia prima macchina. stesso colore. bellissima! mi spiace che sarà prodotta in marocco e polonia nonostante si chiami ancora fiat!"
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Bellina ma le portiere controvento sono pericolosissime. Se si scende dall&#39;auto senza accorgersi di qualche mezzo che accorre da dietro lascio a voi immaginare le conseguenze.
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",SETTEMILACINQUECENTO EURO per una scatoletta.... no comment.
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Ma sta cosa si dovrebbe guidare con la patente o basta avere 12 anni?? è un giocattolo e nulla di più.. Carina l&#39;idea.. Io la proporrei come auto da caricare su qualche yatch o dentro un maxi camper all&#39;americana.. So 7500€ pe na scatoletta di SPAM pork and ham da 340g tutto il casino.. ahahahaahahahaah
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Ciao ❤ bellissima ma in Belgio non abbiamo le incentivi statale quale è il prezzo iniziale ?? <br>Grazié
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","il problema restano le assicurazioni, a che serve un&#39;auto che costa 39 euro al mese, se l&#39;assicurazione mi costa 1600 euro all&#39;anno?"
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Si chiama Topolino perché è come veniva chiamata la primissima versione della fiat 500, quella prodotta dal &#39;36 al &#39;55. Posso capire l&#39;ignoranza, ma una veloce ricerca su wikipedia..."
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Erede fino ad un certo punto perchè la 500 era piccola lenta ecc... ma comunque una vera auto. patente B, statali e volendo autostrada. Questa è un quadriciclo leggero, nemmeno un quadriciclo pesante che almeno potrebbe andare nelle statali (come la microlino)."
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Quadriciclo leggero conducibile a 14 anni, questa cosa mi dá molto fastidio, bisognerebbe introdurre la scuola guida, i giovani non conoscono tutti i segnali stradali, tutto ció produce una guida urbana selvaggia. Per il resto una bella macchina"
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Il problema sono i Crash test...che dovrebbero essere eseguiti obbligatoriamente per tutte le autovetture!
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Davvero molto carina, a partire dal nome che secondo me è perfetto, vero che l&#39;estetica è più quella della 500 che della topolino...ma così piccola credo che il nome sia appropriato...dicevo molto carina, quanto abbastanza inutile ..e davvero troppo cara....come l&#39;ho già definita in altro posto, è praticamente un monopattino con tetto e seggiolino...e con quei soldi mi compro una bella moto...che mi diverto di più ed ha anche un prezzo un pochino più giustificato...dai su...ragazzi!!!! ciaoooo!!!"
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",What a fantastic piece of plastic crap. The first &quot;colpe&quot; from any other vehicle and the thing will crumple and anyone inside will be squashed. What fun !
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Grande fiat non il solito copia è incolla, bellina la topolino."
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","La prima Topolino degli anni 40  era un nomignolo, in realtà si chiamava 500"
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Posso metterci un v8,posso farlo"
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Partendo dal presupposto che sono un hater delle macchine elettriche, però sono super appassionato di macchine italiane questa topolino mi piace moltissimo, qui la Fiat ha fatto veramente un buon lavoro, unica cosa per differenziarmi dai francesi avrei predisposto le portiere uguali, ovvero che si aprano entrambe nello stesso modo, il resto è bellissimo,"
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",“Macchina semplice”<br><br>Morto.
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",E io con un bel pick up v8 ci passo sopra come un insetto!!
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",è una ami fatta meglio
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Ottimo quadriciclo venderà tanto pur essendo elettrica. Dispiace la mancanza di un motore termico avrebbe stravolto il mercato delle vetture del segmento mini auto
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","La Duna , a confronto, è QUASI un&#39;auto da riabilitare, a cui chiedere SCUSA... e non aggiungo altro... 🤣"
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",La posso guidare senza patentino?
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Anche la 600 non mi pare un capolavoro,ma è una vera automobile. Può piacere o meno."
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Offensiva. Brutta. Poi auto elettriche sono un fallimento completo.. fatta in Marocco. Grazie famiglia elk.....
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Leggendo i commenti dei tanti esperti sotto questo video, deduco che la Citroen Ami è stata massacrata come concept, mentre questa scatoletta è innovativa e geniale. Coerenza."
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Che bella questa citrofiat
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Le barre antintrusione ed airbag? Se ti arriva un suv elettrico alla moda da 2 ,5 tonnellate addosso? Che succede? Ha il telaio di un carrello dell&#39;Esselunga e una carrozzeria in plastica. Come fanno ad omologarla e dire che ho un mezzo sicuro per le strade di oggi? Sono perplesso😅 sarai molto a disagio a pensare mio figlio o figlia in giro. Vorrei vedere un crash test di prova!!! Anche se è un quadriciclo mancano proprio le basi. Un abitacolo ti da la falsa percezione di sicurezza che in realtà non hai."
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","16 anni di cambiali ed opla&#39;... ti ritrovi col tostapane della nonna, di quelli che sfornavano bello bruciacchiato ! 😛"
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Fortunatamente una versione avrà addirittura le portiere😂. È un giocattolo molto carino,nulla più."
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","È ovviamente un veicolo che ha come target gli adolescenti che scelgono di avere un veicolo coperto al posto o oltre lo scooter 50.<br>E, sia per la scelta del nome che per il suo design, a mio parere avrà un grande successo."
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",ho notato i bottoni del cambio sul cruscotto e non a sinistra del sedile...tu no?
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Non sapevo che Lautaro Martinez si occupasse anche di automotive
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Cento volte meglio la cinquecento vecchia che sta ciofeca...Con quei soldi ti compri una vecchia la restauri e ci metti anche un motore più potente...
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Ma tranquilli, ma che pensate davvero che la velocità sia un problema? E secondo voi nel paese dove ti truccano le apecar per farle andare più forte delle macchine da rally, dove vedi vesponi che vanno a 150, fiat 500 degli anni &#39;60 coi motori di porsche e lamborghini e dove qualunque secondo matto del paese trucca persino mbt e monopattini, secondo voi sarà un problema far girare ste cose a 90km/h? <br>Ovviamente devono esserci dei limiti legislativi al fine di rendere autentico il brivido dell&#39;illegalità, da possessore di mezzi elaborati ho capito pure io che ormai fa parte del gioco...<br>Sta Topolino diventerà così famosa tra gli elaboratori che la vedrete pure nel 15esimo fast and furious, change my mind"
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",A me fa pena. Io l&#39;avrei chiamata criceto semmai. Lasciamo stare i nomi storici.... Anzi no finiamoli di spxxxxnare come hanno fatto con Abarth!
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Ci si va in bagno?
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Se fiat continuasse a lavorare sull&#39;heritage come ha fatto su questo progetto...secondo me farebbe strike
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Ma è compresa di Mr Bean?
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Guardando sul sito della fiat c&#39;è scritto da partire da 9800, quindi con 7500 non ti compri niente..."
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Bellina è bellina ma 75 km di autonomia sono veramente pochi...
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",La Citroen dovrà creare una Charleston che ricordi la 2 CV
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Diventerà la Fiat più venduta in Italia
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",UN BOLIDE!!!
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Il prossimo modelli green carrozze a cavallo
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Le portiere sono facilmente asportabili?
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Be se dobbiamo lodarla perché è una Fiat , d&#39;accordo!a lascia il tempo che trova...sinceramente. la trovo inutile..."
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Altro tombino elettrico
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",È carina ma il prezzo è alto.<br>Peccato.... Un pensierino glielo avrei fatto.
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Non sono convinto. Mi pare un giocattolino molto costoso. Io sono per la grande punto tutta la vita!
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",10k per una macchinina giocattolo mi sembrano parecchi. Diciamo almeno il doppio di quelli che vale.
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",8000 euro per questo veicolo ??? 😮<br>dovrebbe costare la metà !<br>senza considerare la insicurezza in strada....
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Tetto nero per cuocersi meglio, incredibile. Dovrebbe essere termoriflettente."
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Un quadriciclo Citroen, che scopiazza la 500 e la chiamano Topolino. <br>La droga in casa Fiat fa vittime"
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Carinissima.
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Ahahah il ventolino
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Questa potrebbe essere un bellissimo giocattolo per bambini ricchi da esporre nei megastore di &quot;Toys &#39;r us&quot; ma come auto è veramente una schifezza oltre che una cosa ridicola. Mi dispiace che la FIAT si sia ridotta a fare queste porcherie eppure un tempo era l&#39;azienda che produceva auto economiche ed affidabili per il  popolo italiano e la apprezzavo per questo.
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Spero non romperanno il caxxo a 45km alle 8.00 del mattino ai lavoratori...
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Il ventilatore è considerato come optional di ‘aria condizionata ‘ ?
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",hahahahahahaha
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Che orrore !!!In più costruite tutte all&#39;estero Marocco olanda ecc ecc Bravi se penso quanti soldi hanno preso dall&#39;Italia con il ricatto degli Esuberi.Giovanni Agnelli si è rivoltato nella tomba.
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Adorabile
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Badando al sodo, ci sono solo due cose che apprezzo di questo veicolo, se confrontato con il suo &quot;gemello&quot; la Citroën Ami.<br><br>La prima.<br>Il portapacchi posteriore.<br>Se fosse fornito anche di cinghie di tenuta per i bagagli sarebbe ancora meglio.<br><br>La seconda.<br>Il piccolo ventilatore posto davanti al conducente.<br><br>Per tutto il resto è una Citroën Ami.<br>Se l&#39;Ami costa meno, comprerei l&#39;&#39;Ami."
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Ben Fatto Fiat molto carina e riprende bene il nome storico Topolino! X chi vive al mare aperta è il top. Macchina semplice vita semplice,  via le cose inutili!"
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Bella... bella... bella come un BAGNO CHIMICO DA CANTIERE con le ruote. E costa pure di più.<br>Cioè, in sostanza: fa cagare! 🤦‍♂️🤦‍♂️🤦‍♂️ p.s. tra l&#39;altro le scatolette di tonno che ho in dispensa sono pure più grandi."
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Ah, i mitici &quot;giornalisti&quot; che stanno dieci minuti a girare attorno ad una vettura, fregandosene dei fotografi. Li mortacci vostra"
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",ma cos&#39;è questa cosa?
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",A questo prezzo si comprava una punto base 1.2 benzina.. con quella ci puoi andare ovunque.. con questa..
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Chissà se la FIAT prima o poi sarà in grado di fare una macchina nuova e non un trita e ritrita delle vecchie. Incapaci.
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Peccato il Made in Marocco….
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Per il rpezzp che ha non vale la pena
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Mado ci vuole coraggio ad andare in giro con una roba del genere.<br>Come farsi bullizzare al volante.<br>P.S. La ventolina cinese al posto del climatizzatore 🙈
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Quando hai parlato all’interno dopo aver chiuso la portiera ho pensato: cacchio è dentro un cebach?!?😂😂😂😂
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Esercizio di stile
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","A fantasilandia tutti ne vorrebbero una perchè è carina e ha quel fascino retro&#39; del mitico cinquino. Realisticamente? Se necessiti di una citycar piccola per muoverti e parcheggiare in città compri una smart. Se sei un ragazzino di 14 anni compri uno scooter, anche perchè con i tempi tristi che corrono non credo ci siano molte famiglie che vogliano o possano spendere 7000 euro per questa specie di auto giocattolo. La comprerà qualche albergo per noleggiarla agli americani convinti che in italia ci sia ancora la dolce vita e ne venderanno qualcuna a qualche riccone che la guiderà per 20 minuti prima di stufarsi."
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Impossibile pensare che il designer, ricordando i modelli che vedevamo sulle strade anni fa sia un illuminato, direi sia più fulminato. Ma da questo marchio ormai non mi sorprende più nulla. L’orribile su ruote continua."
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","L&#39;avessero prodotta venti anni fà con un bicilindrico di 500cc, ne avrebbero vendute miliardi. <br>Non è mai troppo tardi comunque per pensare ad un 125cc che fà da generatore . . . un pò in stile Nissan e..... per intenderci 😉"
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Comunque il paragone non regge a confronto con la Xev YoYo  a mio avviso superiore con climatizzatore ed altre cose ed il prezzo è quasi simile
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Ma perché tutto ciò? Che abbiamo fatto di male?
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","…perché Topolino????? Dovresti informarti prima di parlare…<br>La Fiat 500, vero nome della vetturetta conosciuta come &quot;Topolino&quot;, è un&#39;utilitaria della casa automobilistica italiana FIAT prodotta dal 1936 al 1955.(Wikipedia) <br>… un minimo ti devi informare"
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Un&#39;altra trappola da mettere su strada, per pericoli pubblici senza un minimo di cognizione di come ci si comporta sulle strade, per me andrebbero abolite tutte"
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Peccato che la Fiat non è più italiana ma francese … col cavolo che la prendo la Fiat…
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","E&#39; solo poco meno brutta della Citroen Ami, ma poi (ovviamente) siamo lì. Dovendo comunque spendere dei soldi, personalmente guarderei alla XEV Yoyo. In quanto a comodità, funzionalità, estetica, etc. non c&#39;é storia. I 3000€ di differenza li varrebbe tutti."
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Almeno non è brutta come l&#39;Ami. Sarà utile per qualcuno in città data l&#39; autonomia ridicola come l&#39;Ami che diventa ancora più ridicola se la città ha continue salite e discese. Credo sia perfetta nell&#39;era dove tutto non ha più senso, almeno ha stile!"
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",BELLA É  BELLA MA MA ....Prezzo esagerato stiamo parlando di oltre  15milioni delle vecchie lire ragazzi poi con incentivi ....e senza quanto verrebbe sto trabiccolo ....ma dai simo seri ....per un barattolo figlio di papà 14enne sono fuori di melone  Esagerati prezzi pazzi
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Un cassonetto della spazzatura su ruote resta tale anche se lo si chiama con un nome glorioso
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Solo a me sembra Citroen Ami?
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","7.500€ comunque per i residenti in Lombardia, normalmente questa &quot;cosa&quot; costa quasi 10k (partenza da 9.890€) e se aggiungiamo qualche optional come: finiture esterne in cromo satinato, copricerchi, porta smartphone, tettuccio parasole ecc, credo che arriviamo tranquillamente sui 14/15k, a quel prezzo sinceramente non ho idea che senso abbia, ma se a qualcuno piace talmente tanto che è disposto a pagare 15k un auto che supporta la CARICA RAPIDA, che consente di caricare l&#39;auto in sole 4 ore (dico sul serio, per Fiat questo è un vanto, 4 ore per caricare 5kWh (per fare un paragone con un auto, una Tesla ricarica 60kWh in meno di 1 ora, questa carica 5kWh in 4 ore e supporta la CARICA RAPIDA, per Fiat questa è la carica rapida, 4 ore per 5kWh)), e che fa una velocità massima limitata di 45km/h è bene che se la prende, d&#39;altronde fiat in qualche modo dovrà guadagnare e se qualcuno è disposto a farsi truffare (perché senza girarci troppo attorno di questo si tratta) è giusto che lo faccia!"
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Ridatemi la Duna vi prego
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Non la vorrei nemmeno se  me la regalassero,ma è mooolto più bella della Ami"
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Mooolto meglio della cugina francese, ma quel ventilatorino   è terribile esteticamente."
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Lo stile della Topolino assomiglia molto alla 500 di Giacosa
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Che schifo e la gente abbocca e compra questa auto inutile e si fa pure le rate
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",che orologio è quello del videomaker?
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","come ci siamo ridotti, Per carità sono macchinine carine e sicuramente questa e&#39; piu&#39; curata e bella della Ami. In città grandi se ne vedranno in giro, pero&#39; ormai il catalogo fiat europa e&#39; tristissimo. Allo stesso tempo la Fiat brasiliana ha in listino 8 machine inedite, che venderebbero molto bene anche da noi secondo me. Da una ipotetica erede della punto (anche in vesione abarth da 185cv) fino a una city car che potrebbe tranquillamente rimpiazzare la panda. Passando poi da un suv medio(fastback) fino a un pick up off road."
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Giacché c&#39;erano avrebbero potuto metter pure porte decenti (senza apertura controvento) e magari anche dei finestrini più pratici
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","la adoro, ma non la pagherei piu di 2500 euro"
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",es practicamente lo mismo que el citroen ami
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Mi ricorda VAGAMENTE qualcosa
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Ami da 2 anni: 10.500 km percorsi, 0 tagliandi, 0 bollo, 0 € in parcheggi, 0 inquinamento in centro.<br>Batteria garantita 3 anni per cui fatto leasing a 36 mesi x un totale di 3150 euro poi ne prenderò un&#39;altra.<br>Il conftonto va fatto sui listini pieni per entrambe!<br>Speravo di trovare in questa versione uno  specchietto e un riscaldamento rivisto ma non è così.<br>Si punta tutto sullo stile e a che prezzo!<br>Spero di sbagliarmi: 7500 Ami e 9500 Topolino senza incentivi? Grandiiii 😂<br>😂😂 Poca spesa tanta resa... x Stellantis. <br>Comunque molto carina."
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Una Vespa Piaggio 300 costa 6K<br>Almeno questa la usi anche quando piove o d&#39;inverno senza bagnarti 😊
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","citroen ami ma della fiat,bah non si capisce piu niente!😢😢"
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Un porta potti col tetto… 🤣
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Adoro,però senza aria condizionata come si può nel 2023??"
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",7400€ prezzo più che onesto per essere derisi. Sto cesso è già vecchio prima di uscire
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Questo coso è perfetto da noleggiare quando si va al mare
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Ciccina carina. Sarebbe bello se almeno la spiaggina le facessero con interni un pò più &quot;premium&quot;, più ricercati ed evocativi.<br>Quella plasticaccia non ispira molta &quot;dolce vita&quot;..."
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",E ci lamentavamo della Duna..🤢🤮
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Se fossero veramente 7.500 euro con una rata mensile di 39 euro sarebbero 192 rate da pagare comodamente per 16 anni.  😐<br>Molto più realisticamente è un finanziamento in 4 anni, quindi sono 48 mesi a 39 euro solo per pagare gli interessi, poi rata iniziale di 2.000 e maxirata finale di 5.000!<br>Oltre a questo, non tutti potranno avere gli incentivi e il prezzo di listino è 9.890 euro.<br>La macchina è carina e ha la sua utilità, però per quanto riguarda il prezzo sono le solite buffonate promozionali."
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Non so se ridere o piangere sul prezzo di questi veicoletti. Nel 2019 con poco più di 9.000€ si poteva acquistare una Panda nuova (e 9.000€ è il prezzo che personalmente non andrei a superare per una Panda). Adesso una Panda base nuova si è fortunati se la può trovare forse a non meno di 14.000€. Ormai le auto sono diventate un lusso e soprattutto i concessionari le stanno proponendo quasi tutti come una sorta di abbonamento infinito (prendendola indietro dopo tre anni e facendoti un nuovo finanziamento... così in loop... uno non finirebbe più di pagare). <br>È incredibile come ad oggi, non si trovi più nessuna vera automobile di segmento &quot;A&quot; (o Citycar) spendendo entro e non oltre i 10.000€. La vedo grigia per chi deve cambiare automobile per necessita e magari ha già un mutuo sulle spalle e uno stipendio medio italiano da 1.200€ (o magari inferiore)."
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Una grande porcheria elettrica!! Imposizioni del momento......
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Che bellina.! Assomiglia un sacco alla vecchia Topolino 🙃
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Mai una Fiat! 👎🏻
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",Si potra guidare a 14 anni...Sarei curiosa di vedere i crash test a 40-50 kmh....
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese","Comunque l&#39;Italia ha tanti difetti, ma le auto (o quadriciclo), lo stile che abbiamo, il resto del mondo se lo sogna. <br>Anche io mi unisco a quelle che pagherebbero 10k per aver anche solo 80kmh e poterla usare meglio..."
"FIAT Topolino | &quot;Dolce Vita&quot;, CON e SENZA PORTIERE... Da 39 euro al mese",ma insomma... non mi fa impazzire
